format	width	quality	size	dssim	filename
webp	1280	100	1171034	0.00040276	./quality-samples/sample3.jpg
jpeg	1280	10	89888	0.03179799	./quality-samples/sample3.jpg
jpeg	1280	15	123823	0.01884825	./quality-samples/sample3.jpg
jpeg	1280	20	154194	0.0133381	./quality-samples/sample3.jpg
jpeg	1280	25	181627	0.01006275	./quality-samples/sample3.jpg
jpeg	1280	30	205869	0.00808912	./quality-samples/sample3.jpg
jpeg	1280	35	228425	0.00677186	./quality-samples/sample3.jpg
jpeg	1280	40	246769	0.00585269	./quality-samples/sample3.jpg
jpeg	1280	45	267671	0.00512618	./quality-samples/sample3.jpg
jpeg	1280	50	285287	0.00455681	./quality-samples/sample3.jpg
jpeg	1280	55	303836	0.00406703	./quality-samples/sample3.jpg
jpeg	1280	60	325974	0.00362563	./quality-samples/sample3.jpg
jpeg	1280	65	353491	0.00315561	./quality-samples/sample3.jpg
jpeg	1280	70	387114	0.00271374	./quality-samples/sample3.jpg
jpeg	1280	75	426280	0.00228681	./quality-samples/sample3.jpg
jpeg	1280	80	487670	0.00181979	./quality-samples/sample3.jpg
jpeg	1280	85	573067	0.0013716	./quality-samples/sample3.jpg
jpeg	1280	90	718415	0.00092409	./quality-samples/sample3.jpg
jpeg	1280	95	1024552	0.00051735	./quality-samples/sample3.jpg
jpeg	1280	100	2054859	0.00025344	./quality-samples/sample3.jpg
avif	1280	10	28262	0.040561	./quality-samples/sample3.jpg
avif	1280	15	37114	0.03020366	./quality-samples/sample3.jpg
avif	1280	20	49943	0.02156987	./quality-samples/sample3.jpg
avif	1280	25	61586	0.01679257	./quality-samples/sample3.jpg
avif	1280	30	75247	0.01302064	./quality-samples/sample3.jpg
avif	1280	35	91462	0.01024417	./quality-samples/sample3.jpg
avif	1280	40	111808	0.00792558	./quality-samples/sample3.jpg
avif	1280	45	136135	0.00614685	./quality-samples/sample3.jpg
avif	1280	50	163624	0.0048273	./quality-samples/sample3.jpg
avif	1280	55	207964	0.00355235	./quality-samples/sample3.jpg
avif	1280	60	248081	0.00284564	./quality-samples/sample3.jpg
avif	1280	65	287989	0.00239693	./quality-samples/sample3.jpg
avif	1280	70	325076	0.00209212	./quality-samples/sample3.jpg
avif	1280	75	370367	0.00182851	./quality-samples/sample3.jpg
avif	1280	80	434202	0.00158775	./quality-samples/sample3.jpg
avif	1280	85	563228	0.0013043	./quality-samples/sample3.jpg
avif	1280	90	739577	0.00112333	./quality-samples/sample3.jpg
avif	1280	95	1065162	0.00101277	./quality-samples/sample3.jpg
avif	1280	100	1506945	0.00097321	./quality-samples/sample3.jpg
webp	1920	10	89698	0.01081672	./quality-samples/sample0.jpg
webp	1920	15	103504	0.0089492	./quality-samples/sample0.jpg
webp	1920	20	114192	0.00778482	./quality-samples/sample0.jpg
webp	1920	25	124188	0.00697034	./quality-samples/sample0.jpg
webp	1920	30	137800	0.00608167	./quality-samples/sample0.jpg
webp	1920	35	152546	0.0054147	./quality-samples/sample0.jpg
webp	1920	40	167998	0.00446111	./quality-samples/sample0.jpg
webp	1920	45	178392	0.00413304	./quality-samples/sample0.jpg
webp	1920	50	189138	0.00392575	./quality-samples/sample0.jpg
webp	1920	55	199194	0.00351603	./quality-samples/sample0.jpg
webp	1920	60	211894	0.00317108	./quality-samples/sample0.jpg
webp	1920	65	222756	0.00292197	./quality-samples/sample0.jpg
webp	1920	70	232220	0.00278713	./quality-samples/sample0.jpg
webp	1920	75	247158	0.00253594	./quality-samples/sample0.jpg
webp	1920	80	299034	0.00198662	./quality-samples/sample0.jpg
webp	1920	85	357674	0.00160238	./quality-samples/sample0.jpg
webp	1920	90	467038	0.00115889	./quality-samples/sample0.jpg
webp	1920	95	675792	0.00067775	./quality-samples/sample0.jpg
webp	1920	100	970368	0.00046742	./quality-samples/sample0.jpg
jpeg	1920	10	90642	0.02475281	./quality-samples/sample0.jpg
jpeg	1920	15	119748	0.01475254	./quality-samples/sample0.jpg
jpeg	1920	20	143393	0.01044653	./quality-samples/sample0.jpg
jpeg	1920	25	164586	0.00790958	./quality-samples/sample0.jpg
jpeg	1920	30	183962	0.00640858	./quality-samples/sample0.jpg
jpeg	1920	35	201869	0.00538038	./quality-samples/sample0.jpg
jpeg	1920	40	217098	0.00470456	./quality-samples/sample0.jpg
jpeg	1920	45	233872	0.00414945	./quality-samples/sample0.jpg
jpeg	1920	50	248260	0.00372603	./quality-samples/sample0.jpg
jpeg	1920	55	263347	0.00334	./quality-samples/sample0.jpg
jpeg	1920	60	281548	0.00300354	./quality-samples/sample0.jpg
jpeg	1920	65	303892	0.00260079	./quality-samples/sample0.jpg
jpeg	1920	70	331794	0.00223971	./quality-samples/sample0.jpg
jpeg	1920	75	363923	0.00186995	./quality-samples/sample0.jpg
jpeg	1920	80	414144	0.00149883	./quality-samples/sample0.jpg
jpeg	1920	85	485793	0.00113861	./quality-samples/sample0.jpg
jpeg	1920	90	608390	0.00078105	./quality-samples/sample0.jpg
jpeg	1920	95	867112	0.00048326	./quality-samples/sample0.jpg
jpeg	1920	100	1710585	0.00029045	./quality-samples/sample0.jpg
avif	1920	10	36673	0.02490449	./quality-samples/sample0.jpg
avif	1920	15	46640	0.01763888	./quality-samples/sample0.jpg
avif	1920	20	60357	0.01224937	./quality-samples/sample0.jpg
avif	1920	25	71748	0.00938107	./quality-samples/sample0.jpg
avif	1920	30	84759	0.0072422	./quality-samples/sample0.jpg
avif	1920	35	99239	0.00575541	./quality-samples/sample0.jpg
avif	1920	40	116686	0.00462118	./quality-samples/sample0.jpg
avif	1920	45	136916	0.00379424	./quality-samples/sample0.jpg
avif	1920	50	160016	0.00315442	./quality-samples/sample0.jpg
avif	1920	55	196982	0.00250717	./quality-samples/sample0.jpg
avif	1920	60	230251	0.00210185	./quality-samples/sample0.jpg
avif	1920	65	262408	0.00182834	./quality-samples/sample0.jpg
avif	1920	70	292745	0.00161998	./quality-samples/sample0.jpg
avif	1920	75	329415	0.00142007	./quality-samples/sample0.jpg
avif	1920	80	381118	0.00120804	./quality-samples/sample0.jpg
avif	1920	85	485785	0.00092164	./quality-samples/sample0.jpg
avif	1920	90	630140	0.00072632	./quality-samples/sample0.jpg
avif	1920	95	894378	0.0005973	./quality-samples/sample0.jpg
avif	1920	100	1257060	0.00057264	./quality-samples/sample0.jpg
webp	1920	10	159000	0.016863	./quality-samples/sample1.jpg
webp	1920	15	181732	0.01423851	./quality-samples/sample1.jpg
webp	1920	20	206472	0.01230879	./quality-samples/sample1.jpg
webp	1920	25	231990	0.01061105	./quality-samples/sample1.jpg
webp	1920	30	268206	0.00906179	./quality-samples/sample1.jpg
webp	1920	35	287704	0.00834843	./quality-samples/sample1.jpg
webp	1920	40	308110	0.00782164	./quality-samples/sample1.jpg
webp	1920	45	337588	0.00700617	./quality-samples/sample1.jpg
webp	1920	50	363678	0.00651112	./quality-samples/sample1.jpg
webp	1920	55	394916	0.00580831	./quality-samples/sample1.jpg
webp	1920	60	431608	0.00520737	./quality-samples/sample1.jpg
webp	1920	65	460256	0.00483663	./quality-samples/sample1.jpg
webp	1920	70	503920	0.0043956	./quality-samples/sample1.jpg
webp	1920	75	541080	0.00375286	./quality-samples/sample1.jpg
webp	1920	80	721188	0.00254418	./quality-samples/sample1.jpg
webp	1920	85	958388	0.0015673	./quality-samples/sample1.jpg
webp	1920	90	1355646	0.00084364	./quality-samples/sample1.jpg
webp	1920	95	2015636	0.00038567	./quality-samples/sample1.jpg
webp	1920	100	2740282	0.00021424	./quality-samples/sample1.jpg
jpeg	1920	10	153578	0.02982144	./quality-samples/sample1.jpg
jpeg	1920	15	212386	0.01822255	./quality-samples/sample1.jpg
jpeg	1920	20	267823	0.01262217	./quality-samples/sample1.jpg
jpeg	1920	25	324240	0.00942058	./quality-samples/sample1.jpg
jpeg	1920	30	377238	0.00749461	./quality-samples/sample1.jpg
jpeg	1920	35	429951	0.00618542	./quality-samples/sample1.jpg
jpeg	1920	40	472928	0.00531054	./quality-samples/sample1.jpg
jpeg	1920	45	522929	0.00458716	./quality-samples/sample1.jpg
jpeg	1920	50	565940	0.00400414	./quality-samples/sample1.jpg
jpeg	1920	55	611069	0.00354933	./quality-samples/sample1.jpg
jpeg	1920	60	666532	0.00312908	./quality-samples/sample1.jpg
jpeg	1920	65	736170	0.00263401	./quality-samples/sample1.jpg
jpeg	1920	70	817180	0.00220646	./quality-samples/sample1.jpg
jpeg	1920	75	906819	0.00181831	./quality-samples/sample1.jpg
jpeg	1920	80	1047815	0.00142706	./quality-samples/sample1.jpg
jpeg	1920	85	1242468	0.00105175	./quality-samples/sample1.jpg
jpeg	1920	90	1579938	0.00068014	./quality-samples/sample1.jpg
jpeg	1920	95	2307371	0.00032223	./quality-samples/sample1.jpg
jpeg	1920	100	4392724	0.0000774	./quality-samples/sample1.jpg
avif	1920	10	41549	0.03979408	./quality-samples/sample1.jpg
avif	1920	15	54077	0.03040512	./quality-samples/sample1.jpg
avif	1920	20	73764	0.02188282	./quality-samples/sample1.jpg
avif	1920	25	91758	0.01737011	./quality-samples/sample1.jpg
avif	1920	30	113677	0.01381772	./quality-samples/sample1.jpg
avif	1920	35	140195	0.0110518	./quality-samples/sample1.jpg
avif	1920	40	174299	0.00887464	./quality-samples/sample1.jpg
avif	1920	45	218138	0.00710644	./quality-samples/sample1.jpg
avif	1920	50	275262	0.00563972	./quality-samples/sample1.jpg
avif	1920	55	386906	0.00397163	./quality-samples/sample1.jpg
avif	1920	60	501368	0.00299851	./quality-samples/sample1.jpg
avif	1920	65	617938	0.0022612	./quality-samples/sample1.jpg
avif	1920	70	730186	0.00182037	./quality-samples/sample1.jpg
avif	1920	75	865072	0.00142666	./quality-samples/sample1.jpg
avif	1920	80	1050486	0.00106251	./quality-samples/sample1.jpg
avif	1920	85	1411804	0.00066921	./quality-samples/sample1.jpg
avif	1920	90	1844578	0.00045133	./quality-samples/sample1.jpg
avif	1920	95	2507588	0.00032597	./quality-samples/sample1.jpg
avif	1920	100	3427516	0.00026776	./quality-samples/sample1.jpg
webp	1920	10	52414	0.01338944	./quality-samples/sample2.jpg
webp	1920	15	58276	0.01161313	./quality-samples/sample2.jpg
webp	1920	20	64958	0.00993905	./quality-samples/sample2.jpg
webp	1920	25	71298	0.00873191	./quality-samples/sample2.jpg
webp	1920	30	78352	0.00759832	./quality-samples/sample2.jpg
webp	1920	35	84918	0.00673144	./quality-samples/sample2.jpg
webp	1920	40	92840	0.00579734	./quality-samples/sample2.jpg
webp	1920	45	100354	0.00523308	./quality-samples/sample2.jpg
webp	1920	50	106986	0.00479547	./quality-samples/sample2.jpg
webp	1920	55	114490	0.00436498	./quality-samples/sample2.jpg
webp	1920	60	122402	0.00400947	./quality-samples/sample2.jpg
webp	1920	65	130762	0.00369782	./quality-samples/sample2.jpg
webp	1920	70	137450	0.00342214	./quality-samples/sample2.jpg
webp	1920	75	149518	0.00309949	./quality-samples/sample2.jpg
webp	1920	80	192518	0.00224721	./quality-samples/sample2.jpg
webp	1920	85	257912	0.00169832	./quality-samples/sample2.jpg
webp	1920	90	375136	0.00105253	./quality-samples/sample2.jpg
webp	1920	95	654842	0.00055232	./quality-samples/sample2.jpg
webp	1920	100	1067366	0.00033415	./quality-samples/sample2.jpg
jpeg	1920	10	68053	0.02617144	./quality-samples/sample2.jpg
jpeg	1920	15	88577	0.01566871	./quality-samples/sample2.jpg
jpeg	1920	20	108068	0.01079751	./quality-samples/sample2.jpg
jpeg	1920	25	127108	0.00782698	./quality-samples/sample2.jpg
jpeg	1920	30	145271	0.00602146	./quality-samples/sample2.jpg
jpeg	1920	35	162549	0.00475515	./quality-samples/sample2.jpg
jpeg	1920	40	176971	0.00403638	./quality-samples/sample2.jpg
jpeg	1920	45	194429	0.00339672	./quality-samples/sample2.jpg
jpeg	1920	50	209960	0.00293219	./quality-samples/sample2.jpg
jpeg	1920	55	226221	0.00261083	./quality-samples/sample2.jpg
jpeg	1920	60	248090	0.00232721	./quality-samples/sample2.jpg
jpeg	1920	65	277211	0.0019275	./quality-samples/sample2.jpg
jpeg	1920	70	314468	0.00165073	./quality-samples/sample2.jpg
jpeg	1920	75	358013	0.00127138	./quality-samples/sample2.jpg
jpeg	1920	80	428124	0.00098639	./quality-samples/sample2.jpg
jpeg	1920	85	531485	0.00069738	./quality-samples/sample2.jpg
jpeg	1920	90	716944	0.00042194	./quality-samples/sample2.jpg
jpeg	1920	95	1108696	0.00021174	./quality-samples/sample2.jpg
jpeg	1920	100	2473002	0.00006287	./quality-samples/sample2.jpg
avif	1920	10	10190	0.01996888	./quality-samples/sample2.jpg
avif	1920	15	13013	0.0157528	./quality-samples/sample2.jpg
avif	1920	20	17258	0.0117586	./quality-samples/sample2.jpg
avif	1920	25	21169	0.00941025	./quality-samples/sample2.jpg
avif	1920	30	25575	0.007632	./quality-samples/sample2.jpg
avif	1920	35	31326	0.00627492	./quality-samples/sample2.jpg
avif	1920	40	38215	0.00513554	./quality-samples/sample2.jpg
avif	1920	45	46462	0.00422754	./quality-samples/sample2.jpg
avif	1920	50	56197	0.0035645	./quality-samples/sample2.jpg
avif	1920	55	72308	0.00282749	./quality-samples/sample2.jpg
avif	1920	60	88947	0.00237363	./quality-samples/sample2.jpg
avif	1920	65	107092	0.00202023	./quality-samples/sample2.jpg
avif	1920	70	127109	0.00175618	./quality-samples/sample2.jpg
avif	1920	75	154754	0.00149005	./quality-samples/sample2.jpg
avif	1920	80	201142	0.00119772	./quality-samples/sample2.jpg
avif	1920	85	315207	0.00076907	./quality-samples/sample2.jpg
avif	1920	90	492976	0.00046514	./quality-samples/sample2.jpg
avif	1920	95	848843	0.00024483	./quality-samples/sample2.jpg
avif	1920	100	1485088	0.00014529	./quality-samples/sample2.jpg
webp	1920	10	175754	0.01875012	./quality-samples/sample3.jpg
webp	1920	15	199422	0.01566423	./quality-samples/sample3.jpg
webp	1920	20	222548	0.01364775	./quality-samples/sample3.jpg
webp	1920	25	248286	0.01183958	./quality-samples/sample3.jpg
webp	1920	30	276184	0.01023807	./quality-samples/sample3.jpg
webp	1920	35	306836	0.00899058	./quality-samples/sample3.jpg
webp	1920	40	333056	0.00803356	./quality-samples/sample3.jpg
webp	1920	45	351244	0.00745862	./quality-samples/sample3.jpg
webp	1920	50	379008	0.00675363	./quality-samples/sample3.jpg
webp	1920	55	402358	0.00621165	./quality-samples/sample3.jpg
webp	1920	60	426492	0.00581394	./quality-samples/sample3.jpg
webp	1920	65	456844	0.00524989	./quality-samples/sample3.jpg
webp	1920	70	480468	0.00483713	./quality-samples/sample3.jpg
webp	1920	75	518308	0.00448057	./quality-samples/sample3.jpg
webp	1920	80	635826	0.00296519	./quality-samples/sample3.jpg
webp	1920	85	795000	0.002174	./quality-samples/sample3.jpg
webp	1920	90	1088120	0.00111563	./quality-samples/sample3.jpg
webp	1920	95	1581108	0.00065412	./quality-samples/sample3.jpg
webp	1920	100	2417980	0.00040565	./quality-samples/sample3.jpg
jpeg	1920	10	174199	0.03292868	./quality-samples/sample3.jpg
jpeg	1920	15	237214	0.01947148	./quality-samples/sample3.jpg
jpeg	1920	20	294596	0.01355188	./quality-samples/sample3.jpg
jpeg	1920	25	347564	0.01019997	./quality-samples/sample3.jpg
jpeg	1920	30	396163	0.00813025	./quality-samples/sample3.jpg
jpeg	1920	35	441330	0.00676524	./quality-samples/sample3.jpg
jpeg	1920	40	478244	0.0058209	./quality-samples/sample3.jpg
jpeg	1920	45	518554	0.0050684	./quality-samples/sample3.jpg
jpeg	1920	50	553409	0.00447746	./quality-samples/sample3.jpg
jpeg	1920	55	590054	0.00399116	./quality-samples/sample3.jpg
jpeg	1920	60	635056	0.00353995	./quality-samples/sample3.jpg
jpeg	1920	65	691059	0.00305149	./quality-samples/sample3.jpg
jpeg	1920	70	758833	0.00261334	./quality-samples/sample3.jpg
jpeg	1920	75	838136	0.00218298	./quality-samples/sample3.jpg
jpeg	1920	80	963055	0.00172447	./quality-samples/sample3.jpg
jpeg	1920	85	1136115	0.00130312	./quality-samples/sample3.jpg
jpeg	1920	90	1435056	0.00088584	./quality-samples/sample3.jpg
jpeg	1920	95	2076033	0.0005078	./quality-samples/sample3.jpg
jpeg	1920	100	4340927	0.0002342	./quality-samples/sample3.jpg
avif	1920	10	49624	0.03846117	./quality-samples/sample3.jpg
avif	1920	15	64622	0.02906179	./quality-samples/sample3.jpg
avif	1920	20	85487	0.02088552	./quality-samples/sample3.jpg
avif	1920	25	104679	0.01644122	./quality-samples/sample3.jpg
avif	1920	30	127187	0.01294028	./quality-samples/sample3.jpg
avif	1920	35	153983	0.01015496	./quality-samples/sample3.jpg
avif	1920	40	186837	0.00796411	./quality-samples/sample3.jpg
avif	1920	45	227938	0.00620739	./quality-samples/sample3.jpg
avif	1920	50	273924	0.00488929	./quality-samples/sample3.jpg
avif	1920	55	349202	0.00362961	./quality-samples/sample3.jpg
avif	1920	60	418412	0.00291908	./quality-samples/sample3.jpg
avif	1920	65	487651	0.00246443	./quality-samples/sample3.jpg
avif	1920	70	555066	0.00214159	./quality-samples/sample3.jpg
avif	1920	75	638328	0.001855	./quality-samples/sample3.jpg
avif	1920	80	760056	0.00157504	./quality-samples/sample3.jpg
avif	1920	85	1020975	0.0012338	./quality-samples/sample3.jpg
avif	1920	90	1419582	0.00101222	./quality-samples/sample3.jpg
avif	1920	95	2170013	0.00087208	./quality-samples/sample3.jpg
avif	1920	100	3162630	0.00082526	./quality-samples/sample3.jpg
